Designator,Mid X,Mid Y,Layer,Rotation
C2,44.32, 5.84,Bottom,180.0
C8,66.80, 7.87,Bottom,0.0
C9,22.86,29.85,Bottom,90.0
C10,62.61, 6.48,Bottom,180.0
C13,44.32, 3.30,Bottom,180.0
C27,62.36,11.05,Bottom,180.0
C30,62.61, 3.94,Bottom,180.0
C31,66.80, 5.33,Bottom,0.0
L1,50.67,10.54,Bottom,180.0
L2,56.52, 4.57,Bottom,180.0
L3,56.39,10.67,Bottom,180.0
L4,50.55, 4.70,Bottom,180.0
